quarter,course_number,section_number,title,schedule,description,program,school_id
Autumn 2020,38103,81,Strategies and Processes of Negotiation,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.talhelm/38103_syllabus.pdf,Evening MBA,1
Autumn 2020,38103,82,Strategies and Processes of Negotiation,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/joshua.dean/38103_syllabus.pdf,Evening MBA,1
Winter 2021,38103,1,Strategies and Processes of Negotiation,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/alex.koch/38103_syllabus.pdf,Full-Time MBA,1
Winter 2021,38103,2,Strategies and Processes of Negotiation,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/shereen.chaudhry/38103_syllabus.pdf,Full-Time MBA,1
Winter 2021,38103,3,Strategies and Processes of Negotiation,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Full-Time MBA,1
Winter 2021,38103,81,Strategies and Processes of Negotiation,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/alex.koch/38103_syllabus.pdf,Evening MBA,1
Winter 2021,38103,82,Strategies and Processes of Negotiation,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/shereen.chaudhry/38103_syllabus.pdf,Evening MBA,1
Winter 2021,38103,83,Strategies and Processes of Negotiation,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Evening MBA,1
Winter 2021,38103,85,Strategies and Processes of Negotiation,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Weekend MBA,1
Spring 2021,38103,1,Strategies and Processes of Negotiation,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Full-Time MBA,1
Spring 2021,38103,2,Strategies and Processes of Negotiation,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Full-Time MBA,1
Spring 2021,38103,81,Strategies and Processes of Negotiation,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bernd.wittenbrink/38103_syllabus.pdf,Evening MBA,1
Spring 2021,38103,85,Strategies and Processes of Negotiation,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/elena.zinchenko/38103_syllabus.pdf,Weekend MBA,1
Spring 2021,38105,1,Advanced Negotiations,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/george.wu/38105_syllabus.pdf,Full-Time MBA,1
Spring 2021,38105,2,Advanced Negotiations,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/george.wu/38105_syllabus.pdf,Full-Time MBA,1
Spring 2021,38105,81,Advanced Negotiations,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/george.wu/38105_syllabus.pdf,Evening MBA,1
Autumn 2020,38115,85,Ethics of Business,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/john.rollert/38115_syllabus.pdf,Weekend MBA,1
Autumn 2020,38116,1,Leading and Managing Teams,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/elena.zinchenko/38116_syllabus.pdf,Full-Time MBA,1
Autumn 2020,38116,81,Leading and Managing Teams,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/elena.zinchenko/38116_syllabus.pdf,Evening MBA,1
Summer 2021,38118,81,Effective Management of Groups and Teams,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/reid.hastie/38118_syllabus.pdf,Evening MBA,1
Summer 2021,38118,85,Effective Management of Groups and Teams,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/reid.hastie/38118_syllabus.pdf,Weekend MBA,1
Winter 2021,38119,1,Designing a Good Life,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.epley/38119_syllabus.pdf,Full-Time MBA,1
Winter 2021,38119,81,Designing a Good Life,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.epley/38119_syllabus.pdf,Evening MBA,1
Winter 2021,38119,85,Designing a Good Life,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.epley/38119_syllabus.pdf,Weekend MBA,1
Winter 2021,38120,1,The Study of Behavioral Economics,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/devin.pope/38120_syllabus.pdf,Full-Time MBA,1
Winter 2021,38120,81,The Study of Behavioral Economics,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/devin.pope/38120_syllabus.pdf,Evening MBA,1
Winter 2021,38122,1,Diversity in Organizations,T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jane.risen/38122_syllabus.pdf,Full-Time MBA,1
Winter 2021,38122,2,Diversity in Organizations,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jane.risen/38122_syllabus.pdf,Full-Time MBA,1
Winter 2021,38122,81,Diversity in Organizations,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jane.risen/38122_syllabus.pdf,Evening MBA,1
Summer 2021,38123,81,Leadership Capital,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/linda.ginzel/38123_syllabus.pdf,Evening MBA,1
Summer 2021,38123,82,Leadership Capital,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/linda.ginzel/38123_syllabus.pdf,Evening MBA,1
Autumn 2020,38601,60,Workshop in Behavioral Science,M 10:10AM-12:00PM,0,Workshop,1
Winter 2021,38601,60,Workshop in Behavioral Science,M 10:10AM-12:00PM,0,Workshop,1
Spring 2021,38601,60,Workshop in Behavioral Science,M 10:10AM-12:00PM,0,Workshop,1
Summer 2021,38825,88,Behavioral Economics,EMBA1 7:00AM-10:00AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/devin.pope/38825_syllabus.pdf,Executive MBA North America,1
Summer 2021,38870,87,Designing a Good Life,EMBA2 1:00PM-4:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.epley/38870_syllabus.pdf,Executive MBA North America,1
Summer 2021,38870,88,Designing a Good Life,EMBA2 7:00PM-10:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.epley/38870_syllabus.pdf,Executive MBA North America,1
Summer 2021,38886,87,Power and Influence in Organizations ,EMBA1 7:00PM-10:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tanya.menon/38886_syllabus.pdf,Executive MBA North America,1
Summer 2021,38886,88,Power and Influence in Organizations ,EMBA2 1:00PM-4:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tanya.menon/38886_syllabus.pdf,Executive MBA North America,1
Autumn 2020,38901,50,Current Topics in Behavioral Science I,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christopher.hsee/38901_syllabus.pdf,PhD Program,1
Winter 2021,38913,50,Foundations of Judgment and Decision Making,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/reid.hastie/38913_syllabus.pdf,PhD Program,1
Autumn 2020,38916,50,Behavioral Economics - Development & Observational Data,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/devin.pope/38916_syllabus.pdf,PhD Program,1
Winter 2021,38917,50,Topics in Behavioral Economics,M 6:30PM-9:20PM,0,PhD Program,1
Spring 2021,38918,50,Behavioral Economics - Theory & the Lab,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/alex.imas/38918_syllabus.pdf,PhD Program,1
Spring 2021,38919,50,Psychology and Social Inequities,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sendhil.mullainathan/38919_syllabus.pdf,PhD Program,1
Spring 2021,39001,1,Strategy and Structure: Markets and Organizations,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amanda.sharkey/39001_syllabus.pdf,Full-Time MBA,1
Spring 2021,39001,2,Strategy and Structure: Markets and Organizations,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amanda.sharkey/39001_syllabus.pdf,Full-Time MBA,1
Spring 2021,39001,81,Strategy and Structure: Markets and Organizations,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amanda.sharkey/39001_syllabus.pdf,Evening MBA,1
Winter 2021,39002,1,Strategic Leadership in Management Networks,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ronald.burt/39002_syllabus.pdf,Full-Time MBA,1
Winter 2021,39002,2,Strategic Leadership in Management Networks,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ronald.burt/39002_syllabus.pdf,Full-Time MBA,1
Winter 2021,39002,85,Strategic Leadership in Management Networks,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ronald.burt/39002_syllabus.pdf,Weekend MBA,1
Autumn 2020,39101,1,Technology Strategy,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/marc.knez/39101_syllabus.pdf,Full-Time MBA,1
Autumn 2020,39101,81,Technology Strategy,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/marc.knez/39101_syllabus.pdf,Evening MBA,1
Winter 2021,39101,85,Technology Strategy,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/marc.knez/39101_syllabus.pdf,Weekend MBA,1
Autumn 2020,40000,1,Operations Management: Business Process Fundamentals,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/rene.caldentey/40000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,40000,81,Operations Management: Business Process Fundamentals,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/rene.caldentey/40000_syllabus.pdf,Evening MBA,1
Winter 2021,40000,1,Operations Management: Business Process Fundamentals,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ozan.candogan/40000_syllabus.pdf,Full-Time MBA,1
Winter 2021,40000,2,Operations Management: Business Process Fundamentals,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ozan.candogan/40000_syllabus.pdf,Full-Time MBA,1
Winter 2021,40000,81,Operations Management: Business Process Fundamentals,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ozan.candogan/40000_syllabus.pdf,Evening MBA,1
Spring 2021,40000,1,Operations Management: Business Process Fundamentals,TH 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/yuan.zhong/40000_syllabus.pdf,Full-Time MBA,1
Spring 2021,40000,2,Operations Management: Business Process Fundamentals,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/linwei.xin/40000_syllabus.pdf,Full-Time MBA,1
Spring 2021,40000,3,Operations Management: Business Process Fundamentals,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/linwei.xin/40000_syllabus.pdf,Full-Time MBA,1
Spring 2021,40000,81,Operations Management: Business Process Fundamentals,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/yuan.zhong/40000_syllabus.pdf,Evening MBA,1
Spring 2021,40000,85,Operations Management: Business Process Fundamentals,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/linwei.xin/40000_syllabus.pdf,Weekend MBA,1
Summer 2021,40000,81,Operations Management: Business Process Fundamentals,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sergio.chayet/40000_syllabus.pdf,Evening MBA,1
Summer 2021,40000,85,Operations Management: Business Process Fundamentals,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sergio.chayet/40000_syllabus.pdf,Weekend MBA,1
Winter 2021,40101,1,Supply Chain Strategy and Practice,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicole.dehoratius/40101_syllabus.pdf,Full-Time MBA,1
Winter 2021,40101,81,Supply Chain Strategy and Practice,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicole.dehoratius/40101_syllabus.pdf,Evening MBA,1
Winter 2021,40108,1,Revenue Management,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/john.birge/40108_syllabus.pdf,Full-Time MBA,1
Spring 2021,40108,85,Revenue Management,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/rene.caldentey/40108_syllabus.pdf,Weekend MBA,1
Winter 2021,40110,1,Managing Service Operations,T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amy.ward/40110_syllabus.pdf,Full-Time MBA,1
Winter 2021,40110,81,Managing Service Operations,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amy.ward/40110_syllabus.pdf,Evening MBA,1
Summer 2021,40111,85,Project Management,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sergio.chayet/40111_syllabus.pdf,Weekend MBA,1
Winter 2021,40205,1,Healthcare Data Analytics,TH 2:00PM-5:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dan.adelman/40205_syllabus.pdf,Full-Time MBA,1
Winter 2021,40205,81,Healthcare Data Analytics,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dan.adelman/40205_syllabus.pdf,Evening MBA,1
Autumn 2020,40721,1,Healthcare Analytics Lab,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dan.adelman/40721_syllabus.pdf,Full-Time MBA,1
Winter 2021,40910,50,Supply Chain Foundations & Theory,W 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/levi.devalve/40910_syllabus.pdf,PhD Program,1
Autumn 2020,40911,50,Queueing Models for Service Operations Management,M 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/amy.ward/40911_syllabus.pdf,PhD Program,1
Autumn 2020,41000,1,Business Statistics,M 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bryon.aragam/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,2,Business Statistics,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/bryon.aragam/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,3,Business Statistics,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tengyuan.liang/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,4,Business Statistics,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tengyuan.liang/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,5,Business Statistics,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tengyuan.liang/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,6,Business Statistics,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.polson/41000_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41000,81,Business Statistics,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tetsuya.kaji/41000_syllabus.pdf,Evening MBA,1
Autumn 2020,41000,82,Business Statistics,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tetsuya.kaji/41000_syllabus.pdf,Evening MBA,1
Autumn 2020,41000,85,Business Statistics,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/nicholas.polson/41000_syllabus.pdf,Weekend MBA,1
Winter 2021,41000,81,Business Statistics,F 6:00PM-9:00PM,0,Evening MBA,1
Winter 2021,41000,85,Business Statistics,S 9:00AM-12:00PM,0,Weekend MBA,1
Spring 2021,41000,81,Business Statistics,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/vadim.sokolov/41000_syllabus.pdf,Evening MBA,1
Spring 2021,41000,85,Business Statistics,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/vadim.sokolov/41000_syllabus.pdf,Weekend MBA,1
Summer 2021,41000,81,Business Statistics,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/robert.mcculloch/41000_syllabus.pdf,Evening MBA,1
Summer 2021,41000,85,Business Statistics,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/robert.mcculloch/41000_syllabus.pdf,Weekend MBA,1
Autumn 2020,41100,1,Applied Regression Analysis,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/max.farrell/41100_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41100,2,Applied Regression Analysis,W 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/panagiotis.toulis/41100_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41100,3,Applied Regression Analysis,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/panagiotis.toulis/41100_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41100,4,Applied Regression Analysis,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dacheng.xiu/41100_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41100,81,Applied Regression Analysis,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/max.farrell/41100_syllabus.pdf,Evening MBA,1
Autumn 2020,41100,82,Applied Regression Analysis,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/panagiotis.toulis/41100_syllabus.pdf,Evening MBA,1
Autumn 2020,41100,85,Applied Regression Analysis,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/max.farrell/41100_syllabus.pdf,Weekend MBA,1
Winter 2021,41100,1,Applied Regression Analysis,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dacheng.xiu/41100_syllabus.pdf,Full-Time MBA,1
Winter 2021,41100,81,Applied Regression Analysis,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dacheng.xiu/41100_syllabus.pdf,Evening MBA,1
Spring 2021,41100,1,Applied Regression Analysis,TH 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ekaterina.smetanina/41100_syllabus.pdf,Full-Time MBA,1
Spring 2021,41100,81,Applied Regression Analysis,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ekaterina.smetanina/41100_syllabus.pdf,Evening MBA,1
Spring 2021,41100,85,Applied Regression Analysis,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ekaterina.smetanina/41100_syllabus.pdf,Weekend MBA,1
Spring 2021,41201,1,Big Data,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/veronika.rockova/41201_syllabus.pdf,Full-Time MBA,1
Spring 2021,41201,85,Big Data,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/veronika.rockova/41201_syllabus.pdf,Weekend MBA,1
Spring 2021,41202,1,Analysis of Financial Time Series,TH 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ruey.tsay/41202_syllabus.pdf,Full-Time MBA,1
Spring 2021,41202,85,Analysis of Financial Time Series,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ruey.tsay/41202_syllabus.pdf,Weekend MBA,1
Autumn 2020,41203,81,Financial Econometrics,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jeffrey.russell/41203_syllabus.pdf,Evening MBA,1
Winter 2021,41204,1,Machine Learning,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/mladen.kolar/41204_syllabus.pdf,Full-Time MBA,1
Winter 2021,41204,81,Machine Learning,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/mladen.kolar/41204_syllabus.pdf,Evening MBA,1
Winter 2021,41204,85,Machine Learning,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/mladen.kolar/41204_syllabus.pdf,Weekend MBA,1
Autumn 2020,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",M 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/zvi.gilula/41301_syllabus.pdf,Full-Time MBA,1
Autumn 2020,41301,2,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/zvi.gilula/41301_syllabus.pdf,Full-Time MBA,1
Summer 2021,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/zvi.gilula/41301_syllabus.pdf,Evening MBA,1
Autumn 2020,41600,60,Econometrics and Statistics Colloquium,TH 12:00PM-2:50PM,0,Workshop,1
Winter 2021,41600,60,Econometrics and Statistics Colloquium,TH 12:00PM-2:50PM,0,Workshop,1
Spring 2021,41600,60,Econometrics and Statistics Colloquium,TH 12:00PM-2:50PM,0,Workshop,1
Autumn 2020,41901,50,Probability and Statistics,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/tetsuya.kaji/41901_syllabus.pdf,PhD Program,1
Winter 2021,41902,50,Statistical Inference,T 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dacheng.xiu/41902_syllabus.pdf,PhD Program,1
Spring 2021,41903,50,Applied Econometrics,MW 1:30PM-2:50PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christian.hansen/41903_syllabus.pdf,PhD Program,1
Autumn 2020,41910,50,Time-series Analysis for Forecasting and Model Building,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jeffrey.russell/41910_syllabus.pdf,PhD Program,1
Spring 2021,41914,50,Multivariate Time Series Analysis,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ruey.tsay/41914_syllabus.pdf,PhD Program,1
Autumn 2020,41916,50,"Bayes, AI and Deep Learning ",TH 8:30AM-11:30AM,0,PhD Program,1
Autumn 2020,42001,1,Competitive Strategy,M 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/chad.syverson/42001_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42001,2,Competitive Strategy,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.wollmann/42001_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42001,3,Competitive Strategy,TH 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.wollmann/42001_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42001,4,Competitive Strategy,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.covert/42001_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42001,5,Competitive Strategy,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.covert/42001_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42001,81,Competitive Strategy,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/chad.syverson/42001_syllabus.pdf,Evening MBA,1
Autumn 2020,42001,82,Competitive Strategy,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/thomas.wollmann/42001_syllabus.pdf,Evening MBA,1
Autumn 2020,42001,85,Competitive Strategy,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/ram.shivakumar/42001_syllabus.pdf,Weekend MBA,1
Winter 2021,42001,1,Competitive Strategy,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/eric.budish/42001_syllabus.pdf,Full-Time MBA,1
