quarter,course_number,section_number,title,schedule,description,program,school_id
Winter 2021,42001,2,Competitive Strategy,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jacob.leshno/42001_syllabus.pdf,Full-Time MBA,1
Winter 2021,42001,3,Competitive Strategy,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jacob.leshno/42001_syllabus.pdf,Full-Time MBA,1
Winter 2021,42001,81,Competitive Strategy,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/eric.budish/42001_syllabus.pdf,Evening MBA,1
Winter 2021,42001,82,Competitive Strategy,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/jacob.leshno/42001_syllabus.pdf,Evening MBA,1
Spring 2021,42001,1,Competitive Strategy,T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/yoad.shefi/42001_syllabus.pdf,Full-Time MBA,1
Spring 2021,42001,2,Competitive Strategy,F 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sonia.marciano/42001_syllabus.pdf,Full-Time MBA,1
Spring 2021,42001,81,Competitive Strategy,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/yoad.shefi/42001_syllabus.pdf,Evening MBA,1
Summer 2021,42001,81,Competitive Strategy,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sonia.marciano/42001_syllabus.pdf,Evening MBA,1
Summer 2021,42001,85,Competitive Strategy,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/sonia.marciano/42001_syllabus.pdf,Weekend MBA,1
Autumn 2020,42003,81,Literature and Strategic Leadership,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/brian.barry/42003_syllabus.pdf,Evening MBA,1
Winter 2021,42003,1,Literature and Strategic Leadership,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/brian.barry/42003_syllabus.pdf,Full-Time MBA,1
Spring 2021,42003,81,Literature and Strategic Leadership,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/brian.barry/42003_syllabus.pdf,Evening MBA,1
Spring 2021,42004,81,Literature and Strategic Leadership II,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/brian.barry/42004_syllabus.pdf,Evening MBA,1
Winter 2021,42108,1,Corporate Governance,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dennis.chookaszian/42108_syllabus.pdf,Full-Time MBA,1
Winter 2021,42108,81,Corporate Governance,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/dennis.chookaszian/42108_syllabus.pdf,Evening MBA,1
Spring 2021,42116,1,Game Theory,F 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/emir.kamenica/42116_syllabus.pdf,Full-Time MBA,1
Spring 2021,42116,81,Game Theory,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/emir.kamenica/42116_syllabus.pdf,Evening MBA,1
Spring 2021,42116,85,Game Theory,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/emir.kamenica/42116_syllabus.pdf,Weekend MBA,1
Autumn 2020,42117,1,Platform Competition,T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42117,2,Platform Competition,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42117,81,Platform Competition,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Evening MBA,1
Spring 2021,42117,1,Platform Competition,T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Full-Time MBA,1
Spring 2021,42117,2,Platform Competition,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Full-Time MBA,1
Spring 2021,42117,81,Platform Competition,M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/austan.goolsbee/42117_syllabus.pdf,Evening MBA,1
Autumn 2020,42121,81,Merger & Acquisition Strategy,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/stephen.morrissette/42121_syllabus.pdf,Evening MBA,1
Winter 2021,42121,81,Merger & Acquisition Strategy,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/stephen.morrissette/42121_syllabus.pdf,Evening MBA,1
Autumn 2020,42123,1,"Reputation, Regulation and Communications: How Media Influences Business",M 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42123_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42123,81,"Reputation, Regulation and Communications: How Media Influences Business",M 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42123_syllabus.pdf,Evening MBA,1
Spring 2021,42124,81,Storytelling and Narratives in Business,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42124_syllabus.pdf,Evening MBA,1
Spring 2021,42124,85,Storytelling and Narratives in Business,S 9:00AM-12:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42124_syllabus.pdf,Weekend MBA,1
Winter 2021,42125,1,Social Sector Strategy and Structure,TH 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christina.hachikian/42125_syllabus.pdf,Full-Time MBA,1
Winter 2021,42125,81,Social Sector Strategy and Structure,TH 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christina.hachikian/42125_syllabus.pdf,Evening MBA,1
Autumn 2020,42126,1,Arts Leadership: Exemplary is Not Enough,W 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/mary.ittelson/42126_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42201,81,The Legal Infrastructure of Business,W 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/randal.picker/42201_syllabus.pdf,Evening MBA,1
Autumn 2020,42201,85,The Legal Infrastructure of Business,S 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/randal.picker/42201_syllabus.pdf,Weekend MBA,1
Winter 2021,42300,81,Global Health and Social Policy,T 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/olufunmilayo.olopade/42300_syllabus.pdf,Evening MBA,1
Autumn 2020,42705,1,"Reputation, Regulation and Communications: How Media Influences Business - Lab",T 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42705_syllabus.pdf,Full-Time MBA,1
Spring 2021,42708,1,Corporate Social Responsibility (CSR) Social Impact Practicum,TH 8:30AM-11:30AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/caroline.grossman/42708_syllabus.pdf,Full-Time MBA,1
Spring 2021,42709,1,Consulting Lab,TH 2:00PM-5:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/harry.davis/42709_syllabus.pdf,Full-Time MBA,1
Autumn 2020,42710,1,Social Impact Lab,T 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christina.hachikian/42710_syllabus.pdf,Full-Time MBA,1
Spring 2021,42710,1,Social Impact Lab,M 1:30PM-4:30PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/christina.hachikian/42710_syllabus.pdf,Full-Time MBA,1
Spring 2021,42714,81,Integrated Strategic Management Lab,F 6:00PM-9:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/kathleen.fitzgerald/42714_syllabus.pdf,Evening MBA,1
Summer 2021,42813,87,Storytelling,EMBA1 1:00PM-4:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42813_syllabus.pdf,Executive MBA North America,1
Summer 2021,42813,88,Storytelling,EMBA2 7:00PM-10:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/guy.rolnik/42813_syllabus.pdf,Executive MBA North America,1
Summer 2021,42819,87,Corporate Governance,EMBA1 1:00PM-4:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/michael.gibbs/42819_syllabus.pdf,Executive MBA North America,1
Summer 2021,42819,88,Corporate Governance,EMBA2 7:00PM-10:00PM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/michael.gibbs/42819_syllabus.pdf,Executive MBA North America,1
Summer 2021,42820,88,Technology Strategy,EMBA1 7:00AM-10:00AM,https://appcenter.chicagobooth.edu/apps/syllabuspdf/publishedsyllabuspdf/marc.knez/42820_syllabus.pdf,Executive MBA North America,1
Summer 2021,42824,87,Merger and Acquisition Strategy,EMBA1 1:00PM-4:00PM,0,Executive MBA North America,1
Summer 2021,42824,88,Merger and Acquisition Strategy,EMBA1 7:00PM-10:00PM,0,Executive MBA North America,1
